date,code,close,peTTM,pbMRQ,psTTM,pcfNcfTTM,turn,tradestatus,isST
2022-04-22,sz.300750,415.34,60.766833,11.454955,7.426565,80.181866,0.9877,1,0
2022-04-25,sz.300750,390.1,57.074064,10.758843,6.975256,75.309255,1.0456,1,0
2022-04-26,sz.300750,377.0,55.157452,10.397549,6.741019,72.780285,0.908,1,0
2022-04-27,sz.300750,407.05,59.553954,11.226319,7.278334,78.581472,1.5506,1,0
2022-04-28,sz.300750,387.5,56.693668,10.687136,6.928766,74.807322,1.2713,1,0
2022-04-29,sz.300750,409.35,59.890459,11.289753,7.319459,79.025489,1.6505,1,0
2022-05-05,sz.300750,376.0,56.652666,10.285017,5.482039,67.984383,2.9567,1,0
2022-05-06,sz.300750,375.99,56.65116,10.284743,5.481893,67.982575,1.1812,1,0
2022-05-09,sz.300750,368.5,55.522626,10.079864,5.37269,66.628311,0.8176,1,0
2022-05-10,sz.300750,379.17,57.130296,10.371728,5.528257,68.557549,1.1987,1,0
2022-05-11,sz.300750,409.75,61.737846,11.208207,5.97411,74.086704,1.5576,1,0
2022-05-12,sz.300750,403.51,60.797653,11.037519,5.883132,72.958453,0.6583,1,0
2022-05-13,sz.300750,414.8,62.498739,11.346343,6.047739,74.999793,0.7286,1,0
2022-05-16,sz.300750,407.01,61.325004,11.133257,5.934162,73.591286,0.7057,1,0
2022-05-17,sz.300750,422.56,63.667954,11.558608,6.160879,76.402874,0.6813,1,0
2022-05-18,sz.300750,419.0,63.131562,11.461229,6.108974,75.759193,0.5254,1,0
2022-05-19,sz.300750,419.0,63.131562,11.461229,6.108974,75.759193,0.6197,1,0
2022-05-20,sz.300750,426.9,64.32187,11.677324,6.224156,77.187588,0.7763,1,0
2022-05-23,sz.300750,416.7,62.785016,11.398315,6.075441,75.343331,0.6765,1,0
2022-05-24,sz.300750,402.04,60.576165,10.997309,5.861699,72.692663,0.7364,1,0
2022-05-25,sz.300750,398.98,60.115108,10.913607,5.817085,72.139386,0.6835,1,0
2022-05-26,sz.300750,390.01,58.763581,10.668243,5.686303,70.517524,0.6897,1,0
2022-05-27,sz.300750,394.4,59.425031,10.788326,5.750309,71.311278,0.9212,1,0
2022-05-30,sz.300750,401.8,60.540003,10.990744,5.8582,72.649269,0.6146,1,0
2022-05-31,sz.300750,408.0,61.47417,11.160338,5.948596,73.770288,0.8731,1,0
2022-06-01,sz.300750,425.03,64.040114,11.626172,6.196891,76.849474,0.9407,1,0
2022-06-02,sz.300750,436.8,65.813523,11.948126,6.368496,78.977602,0.8558,1,0
2022-06-06,sz.300750,465.99,70.211638,12.746583,6.794084,84.255432,0.9338,1,0
2022-06-07,sz.300750,459.0,69.158441,12.55538,6.69217,82.991574,0.6259,1,0
2022-06-08,sz.300750,460.0,69.309113,12.582734,6.70675,83.172383,1.9886,1,0
2022-06-09,sz.300750,431.35,64.992361,11.799048,6.289036,77.99219,0.9936,1,0
2022-06-10,sz.300750,454.0,68.405081,12.418611,6.619271,82.087526,1.2148,1,0
2022-06-13,sz.300750,443.03,66.752209,12.11854,6.459329,80.104046,0.9134,1,0
2022-06-14,sz.300750,441.82,66.569896,12.085442,6.441688,79.885266,0.8575,1,0
2022-06-15,sz.300750,465.66,70.161916,12.737556,6.789272,84.195765,1.8572,1,0
2022-06-16,sz.300750,460.3,69.354315,12.59094,6.711124,83.226626,1.1782,1,0
2022-06-17,sz.300750,486.06,73.235625,13.295573,7.086702,87.88428,1.3879,1,0
2022-06-20,sz.300750,506.52,76.318374,13.855231,7.385007,91.583642,1.2319,1,0
2022-06-21,sz.300750,507.85,76.518767,13.891611,7.404398,91.824119,0.7145,1,0
